0,0,0
40,1.776954988,0.5127877851
80,7.078689141,1.0284525794
120,9.861568475,1.7628795257
150,11.71436749,1.3870296784
180,12.348173913,1.332176994
240,12.36357625,1.2903946149
300,12.45862797,2.0756328783
360,12.28932127,1.8089154137
